frame,x,y,visible
0,2351.93505859375,1266.220458984375,1
1,2352.0622327914607,1266.4445853746367,1
2,2352.1121196427634,1266.4754197857974,1
3,2352.107588238085,1266.4814285625814,1
4,2352.167569659766,1266.4827772982003,1
5,2352.14578338604,1266.4417234606813,1
6,2352.1051164787623,1266.38712879511,1
7,2352.0733295771165,1266.346723138057,1
8,2352.0483642951067,1266.3207982829567,1
9,2352.038684864889,1266.281971126711,1
10,2352.0525528045573,1266.2692840099617,1
11,2352.051100672058,1266.2641264821384,1
12,2352.0445624710405,1266.2580229587077,1
13,2352.046435960334,1266.243129886604,1
14,2352.046236418218,1266.2331112109969,1
15,2352.0325788016085,1266.2718549094495,1
16,2352.0144044288973,1266.3104483928607,1
17,2352.0120770589724,1266.3479941383448,1
18,2352.000528105889,1266.3518828521235,1
19,2351.962236842015,1266.354522531923,1
20,2351.929428670485,1266.3479468141318,1
21,2351.910633417713,1266.3502267048004,1
22,2351.8941553462846,1266.351600737622,1
23,2351.882525175473,1266.35325571302,1
24,2351.89412205414,1266.361633301019,1
25,2351.875420767417,1266.357920426411,1
26,2351.8715635665385,1266.3534256671967,1
27,2351.8595381916416,1266.3503372949235,1
28,2024.4214867364476,1089.8937280044468,1
29,2074.471428091685,1116.8397788651964,1
30,2122.103873973147,1142.4859926771915,1
31,2166.1212393004826,1166.1920221018531,1
32,2205.791990851297,1187.5556318348922,1
33,1913.2595438522876,1030.0329764128892,1
34,1665.9476387451825,896.918101647639,1
35,1461.5137183284237,786.8858281393808,1
36,1296.6425738482424,698.0302329401659,1
37,1167.2559597454858,628.2261845159554,1
38,1396.4306312211806,751.6363591382258,1
39,1602.43450870788,862.5802247893234,1
40,1783.4108643427198,960.0428360184246,1
41,1938.9246808105963,1043.7964411164583,1
42,2069.6768159457015,1114.21913659045,1
43,1849.692981923786,995.6944184350717,1
44,1658.3654229692293,892.6269473610992,1
45,1822.9670131093096,981.2802491685443,1
46,1964.8833040063198,1057.7170125816406,1
47,2084.5880665185323,1122.198926795332,1
48,2183.281020591084,1175.3676576998455,1
49,2262.6635045488447,1218.1247215473004,1
50,2324.731708529393,1251.5574798525483,1
51,2044.0837287035117,1100.3244342656333,1
52,1800.460380755761,969.0738770843767,1
53,1593.499140764326,857.5743508527513,1
54,1749.1790793008106,941.4474834244368,1
55,1887.3452459480995,1015.8885679300428,1
56,1679.7821174724754,904.038124894175,1
57,1831.559521731822,985.8542440349369,1
58,1963.6797825560004,1057.0667643924312,1
59,1748.8860956191868,941.1431581448215,1
60,1892.5742247646567,1018.6055375697115,1
61,2016.362482106334,1085.3425920998513,1
62,2120.6973243475622,1141.5902440753252,1
63,2206.6508679154063,1187.9285724476779,1
64,2275.7190034041237,1225.1654144058637,1
65,2002.4320771159055,1077.8589805775425,1
66,1765.836006668411,950.3288527471032,1
67,1565.4505494651996,842.3131625183181,1
68,1726.7973495988588,929.3153984398836,1
69,1870.0163855029407,1006.5239462995845,1
70,1994.319874675348,1073.5454050411972,1
71,2099.8709479229547,1130.459190725821,1
72,2187.5179743039257,1177.7195623740433,1
73,2258.566281125932,1216.0303786716677,1
74,2314.6419481476523,1246.264276377465,1
75,2357.4911658960787,1269.3690065253795,1
76,2388.9214946820744,1286.315716524779,1
77,2410.710619644106,1298.0614315029648,1
78,2424.545775806673,1305.5180274630945,1
79,2431.9705191208996,1309.516981289542,1
80,2434.374040206194,1310.8082187996952,1
81,2432.952112233971,1310.0541768163694,1
82,2428.7893618777944,1307.8102122725777,1
83,2422.7574530530123,1304.5566995184186,1
84,2415.577135087644,1300.6846680903382,1
85,2407.8206453963803,1296.5052803682731,1
86,2399.9412353960374,1292.2525211594434,1
87,2392.267059099207,1288.112157699175,1
88,2385.0437909928532,1284.2140769458013,1
89,2378.4186160032286,1280.6491564099545,1
90,2372.50907708018,1277.4623249942122,1
91,2367.348218530942,1274.6801257936197,1
92,2035.551763932062,1095.6188904601058,1
93,1754.4585248258356,943.9568266143557,1
94,1521.6328746753213,818.3368634603215,1
95,1660.814692402632,893.4271547480437,1
96,1790.1812256901553,963.2254037150473,1
97,1907.316327696443,1026.4310547894934,1
98,2010.9307699958092,1082.3322834565759,1
99,2100.5669721539357,1130.6927628201547,1
100,2176.4300321335895,1171.6235590743777,1
101,2239.2058813627186,1205.4901480965361,1
102,2289.9026604580035,1232.8417325752391,1
103,2329.727607579385,1254.3275252688668,1
104,2359.993082291305,1270.6574897681646,1
105,2382.020195791575,1282.556385775127,1
106,2397.1159410115183,1290.6995710892993,1
107,2406.5244291857716,1295.7728915368245,1
108,2411.368292516501,1298.3784784342552,1
109,2412.6703818203605,1299.0822250343574,1
110,2411.2743505434423,1298.3243880905472,1
111,2407.9559805719964,1296.5291324768111,1
112,2403.346940553404,1294.0261114886614,1
113,2103.447858437984,1145.369938910225,1
114,1848.194255278109,1018.7344126590788,1
115,1635.7928666123582,913.3358552061194,1
116,1463.1235666056782,827.6068897282709,1
117,1326.3895677847902,759.6917602333949,1
118,1515.9679065345708,853.3019436105878,1
119,1688.1163217145854,938.3207398507376,1
120,1546.783752642152,868.0978284673497,1
121,1430.0842395813038,810.1201232200137,1
122,1335.9904643273926,763.3420631685281,1
123,1262.3706493738403,726.7315633755962,1
124,1206.625541886153,699.3445106026395,1
125,1166.2236800997152,679.5192737188618,1
126,1138.763487730381,666.063349995095,1
127,1415.8296809989492,803.1286660136228,1
128,1656.456421635208,922.1674861306028,1
129,1533.6294762453906,847.1014071229192,1
130,1426.2267704391961,781.7944041126267,1
131,1334.22302797233,726.5347240443926,1
132,1257.2135368448046,680.5589179254152,1
133,1194.454845423972,642.9665850048623,1
134,1144.4608138503681,613.2258019171217,1
135,1105.8080321034092,590.4342850461358,1
136,1077.3706123548156,573.1512515309357,1
137,1057.2566153596595,561.0719619894525,1
138,1043.5519382528425,553.7516605202152,1
139,1035.5545110234286,549.8188619772172,1
140,1032.0943662785533,548.5278544901989,1
141,1032.2206918006011,549.0198988308889,1
142,1034.8971128155547,551.0162192662134,1
143,1039.322949564854,554.1403826016015,1
144,1044.9035920471442,557.8733521504558,1
145,1051.0402186890872,561.6641538229021,1
146,1057.4671847360123,565.5578919119222,1
147,1063.5246055705559,569.4756033379845,1
148,1069.3105527865716,573.2149516214423,1
149,1074.681902480168,576.6453041968961,1
150,1407.0578333122253,756.2330007847552,1
151,1361.672498637856,732.2344518173181,1
152,1317.9695317846486,709.0793173129209,1
153,1277.2926699889658,687.4417667460863,1
154,1240.3765123300989,667.7464384862185,1
155,1207.7023499555664,650.2834540712297,1
156,1179.419366954911,635.1432686508795,1
157,1155.455885033751,622.2875051287373,1
158,1135.5909532426979,611.6524482255694,1
159,1119.4129446567888,602.9713008689848,1
160,1106.67097076311,596.1219934764028,1
161,1097.0887616135,590.8741568875403,1
162,1090.0439169947356,587.0602385678935,1
163,1085.2086250243192,584.4132243533131,1
164,1082.08893096629,582.9794633590311,1
165,1080.440301478022,582.327118173816,1
166,1079.8701895126908,582.1259772557249,1
167,1080.165831262247,582.3500867523907,1
168,1081.0006443188097,583.0502735285162,1
169,1082.3449497730937,583.9462624600004,1
170,1115.1732519755385,616.5050839945304,1
171,1143.3976455364402,644.2656327245921,1
172,1463.2072625038118,811.8709850105063,1
173,1733.5501808581726,953.1319422222509,1
174,1628.5405076391392,893.522363511233,1
175,1530.434341923523,837.9227559095559,1
176,1769.7196224209215,963.4185946470434,1
177,1968.814028004677,1067.7430204283864,1
178,2130.5873516344914,1152.436766386456,1
179,2258.517524261495,1219.400021541143,1
180,2356.5785495920377,1270.6732748410357,1
181,2428.7874057454364,1308.4029561126813,1
182,2479.1335415930816,1334.6779515680807,1
183,2511.4108641353855,1351.4641869369127,1
184,2529.0589644342244,1360.5713173745094,1
185,2535.2523162322186,1363.6796212076438,1
186,2205.840214003501,1185.427114667796,1
187,1920.0399279131868,1030.875025189598,1
188,2004.344131532848,1076.5679874626778,1
189,2079.9444188571,1117.6068497025929,1
190,2146.223305695231,1153.6550337898884,1
191,2203.0541867790344,1184.616822833889,1
192,2250.7311963014786,1210.6443928083984,1
193,1993.1107267422549,1086.6269917588504,1
194,1772.9169282562677,980.5191852381249,1
195,1588.8891058986644,891.7940804135816,1
196,1735.2630572534172,964.6341411171387,1
197,1570.4807702905744,884.4432531408324,1
198,1435.1425931164827,818.4996455754747,1
199,1326.803491228515,765.5369170870488,1
200,1539.1155866219942,869.8694721362484,1
201,1727.1479658433104,962.1676870294451,1
202,1593.2740131251649,896.4124334808688,1
203,1776.651350018045,986.2886614431139,1
204,1934.1587774102427,1063.4114502283435,1
205,2066.528754558747,1128.1809712185761,1
206,2175.2650669134646,1181.3491965380235,1
207,2262.346054839734,1223.899300184333,1
208,2330.092664586488,1256.969296131715,1
209,2380.9548916006206,1281.759063936673,1
