frame,x,y,visible
0,2320.448974609375,1232.3524169921875,1
1,2321.305587123612,1231.6274515324246,1
2,2321.4369179348782,1231.4817404614703,1
3,2321.4531273268117,1231.4474901540268,1
4,2321.472781692081,1231.4828869326584,1
5,2321.457371010109,1231.4812588433992,1
6,2321.4283661097984,1231.430651792703,1
7,2321.504604375687,1231.4273771946016,1
8,2321.5548323678786,1231.3867534784458,1
9,2321.4882184217745,1231.388982973585,1
10,2321.464999639294,1231.432166661707,1
11,2321.431420733383,1231.4657750874824,1
12,2321.5136755830817,1231.5042046579142,1
13,2321.4893734251277,1231.5231552973032,1
14,2321.480889666038,1231.5267733521505,1
15,2321.447106879026,1231.540919018236,1
16,2321.4421639808234,1231.5357544068447,1
17,2321.419065838832,1231.5287672678041,1
18,2321.366355650645,1231.4941725150761,1
19,2321.305436329571,1231.4712562835718,1
20,2321.2332354751697,1231.5977080959935,1
21,2321.148233698239,1231.7217953852949,1
22,2321.100969461648,1231.8235856587594,1
23,2321.038074567002,1231.9119229914709,1
24,2321.020706291327,1231.974019907763,1
25,2320.985696288131,1232.024786049725,1
26,2320.9905956763973,1232.0558010272182,1
27,2320.9762110405077,1232.087094384377,1
28,2320.9930045194246,1232.1013590803702,1
29,2320.9844079590243,1232.117151514418,1
30,2321.002641311952,1232.115896432281,1
31,2320.990443493067,1232.1138108864652,1
32,2321.005818905145,1232.1015211588256,1
33,2320.994697364458,1232.0914372857455,1
34,2321.0157556444597,1232.072907578524,1
35,2321.0110857418963,1232.0639068372584,1
36,2321.033594604185,1232.0463533764657,1
37,2321.0246376730906,1232.0367621516923,1
38,2321.0400196890337,1232.020406160663,1
39,2321.0012462463183,1231.9917690446453,1
40,2320.992691628542,1231.9571645960996,1
41,2320.9558801516923,1231.933867873738,1
42,2320.9737282757114,1232.0230987571501,1
43,2321.0711830203945,1232.2747322047153,1
44,2321.1387173436833,1232.5569195335715,1
45,2321.138602450167,1232.9233682248505,1
46,2321.1539968799875,1233.3144303761007,1
47,2321.1197131378453,1233.6925087327504,1
48,2321.1199646498817,1234.009990793909,1
49,2321.095649091655,1234.2774075100347,1
50,2321.103918343262,1234.4713484416682,1
51,2321.08822684754,1234.6137842338646,1
