frame,x,y,visible
0,2239.66845703125,1238.93505859375,1
1,2238.2591444866584,1239.5046829469936,1
2,2238.026732740231,1239.6123827823803,1
3,2237.993989136067,1239.644170577865,1
4,2238.0299614959567,1239.5445173768078,1
5,2238.569312976512,1239.381805698506,1
6,2238.900705185722,1239.242972644149,1
7,2239.1367488351,1239.1186076572033,1
8,2239.2658323521036,1239.0492357676762,1
9,2239.348283331335,1238.9972432250834,1
10,2038.5276754222543,1080.4832334113648,1
11,1890.246925299624,963.6176739687427,1
12,1960.2735577710102,1018.812751021937,1
13,2018.3198425915668,1064.5823176661859,1
14,2066.6037179691393,1102.9800945733239,1
15,2107.4744300686325,1135.1438564284813,1
16,2141.7178148576236,1162.136583244019,1
17,2170.2124450859883,1184.6334285494195,1
18,2193.63006001774,1203.1138905449848,1
19,2212.560466440143,1218.0335734228056,1
20,2227.513107370681,1229.7878598360955,1
21,2239.0029943406194,1238.8262779762229,1
22,2247.48967297575,1245.4948531200325,1
23,2253.4454667802856,1250.2724660449774,1
24,2257.302653751995,1253.3170479656467,1
25,2259.4627483297913,1255.0832562977203,1
26,2260.2658037162223,1255.799953969747,1
27,2260.0622763388337,1255.7156959393315,1
28,2259.1098220105196,1255.0241843539957,1
29,2257.641644310081,1253.9156198222342,1
30,-1,-1,0
31,-1,-1,0
32,2255.8752595979154,1252.5261893302725,1
33,2253.9485911946676,1251.0357630540898,1
34,2251.962580851519,1249.475987066364,1
35,2250.021581383053,1247.9416367465294,1
36,2248.1626980882434,1246.4324454375126,1
37,2246.4684916412134,1245.0837803460743,1
38,2244.937867357837,1243.805386321188,1
39,2243.612364178895,1242.669052737862,1
40,2242.4634073346383,1241.6709863489777,1
41,2241.4912711497986,1240.8132856600137,1
42,2240.6999493472736,1240.1118733834087,1
43,2240.0622792964145,1239.5508215771822,1
44,2239.579975400952,1239.0979136629326,1
45,2239.2267975551017,1238.7840964270524,1
46,2238.6913845335907,1238.612248425944,1
47,2238.285595298229,1238.50064644359,1
48,2078.348105204862,1118.31220027588,1
49,2102.8371452465735,1136.5855744236442,1
50,2126.1835123900996,1154.0782068952626,1
51,2147.7777021046118,1170.2710457957007,1
52,2001.614870752378,1063.4452493621334,1
53,1878.1620240687016,972.4484992564737,1
54,1775.0634386307963,897.0656028286714,1
55,1690.8734154477731,836.919458379579,1
56,1624.3910028157447,788.226062897245,1
57,1572.9375295238115,750.5574852739298,1
58,1534.7280539448052,722.9471987507249,1
59,1507.5077559783992,703.4974494710908,1
60,1489.064341181787,691.3728091240217,1
61,1478.3176358199398,684.7065902573893,1
62,1473.9686595350856,682.3519510996467,1
63,1474.6047928076584,682.7255262202725,1
64,1478.758658953995,685.4213322601915,1
65,1485.6349122379538,690.1118322865825,1
66,1494.8565977704916,693.8721441119615,1
67,1495.6325470331094,626.6984561937089,1
68,1502.693156424312,571.0019785983396,1
69,1517.9288170796958,527.6776876593076,1
70,1536.255876376586,495.3937602295213,1
71,1717.935128525039,668.6673072916884,1
72,1872.182125550747,818.5609551310729,1
73,2000.2272568071064,945.4439620486879,1
74,2103.9978202117863,1050.460708127228,1
75,2056.0857812471622,938.6331346827932,1
76,2008.6508220054855,838.6387648672996,1
77,1970.1621605092969,747.5174019582493,1
78,2057.0116885948783,870.0071473821035,1
79,2016.3078294022182,769.2999913219941,1
80,1984.5379187056626,680.0844341863058,1
81,2061.0220771743247,813.1162648367085,1
82,2124.374577359898,927.7377872661773,1
83,2175.586772387498,1024.3663919856253,1
84,2079.5653307934654,980.7216013901561,1
85,1994.7398847079503,940.2737386978149,1
86,2057.7555679342418,1026.993560915468,1
87,2110.9767038024,1099.2453540962686,1
88,2155.1888301059976,1158.006489096312,1
89,2191.01521272419,1204.4991339827882,1
90,2219.3171553590796,1240.1811124044098,1
91,2177.6584355334026,1058.0252139301174,1
92,2203.2577773560997,1108.2349548777056,1
93,2087.482098840775,1013.6179281638795,1
94,2123.851770296704,1068.9910869164717,1
95,2100.483417443228,908.7306674103764,1
96,2080.502634634269,772.5002961026978,1
97,2118.485072120898,866.9569346991902,1
98,2151.1832162362066,951.0456923216877,1
99,2178.748750930581,1024.285805685267,1
100,2201.435451892429,1086.659948834273,1
101,2219.614904357404,1138.5363642564748,1
102,2233.803384068493,1180.7291409655465,1
103,2244.4992368761036,1214.1452815877612,1
104,2252.1935628337046,1239.7939379463232,1
105,2257.4534451259206,1258.6256974870566,1
106,2260.6569922348294,1271.8161991558595,1
107,2262.2137928440025,1280.2604670717637,1
108,2262.4930297079127,1284.9012885111613,1
109,2242.0401059133105,1071.5916961654043,1
110,2223.9275860443204,888.8591492813027,1
111,2228.001527581632,950.6676020429982,1
112,2219.7825214723457,793.8991417474199,1
113,2212.739589215304,663.7912468549471,1
114,2218.521956343554,771.9808177633165,1
115,2223.580189801248,869.8494691587416,1
116,2227.69194974048,956.3144513653988,1
