frame,x,y,visible
0,1456.32861328125,57.99170684814453,1
1,1456.3581099582855,57.897236637767016,1
2,1456.356195238077,57.861004104532874,1
3,1456.3580164532414,57.82965466104402,1
4,1456.292835029245,57.902263199899124,1
5,1456.29075900433,57.89374964171738,1
6,1456.32445048261,57.85423476030205,1
7,1456.3646896281646,57.91818840952393,1
8,1456.3906789492235,57.96299753861578,1
9,1456.4366036431422,57.96121184214518,1
10,1456.466558219649,57.979556724958265,1
11,1456.489002245373,57.989820115108536,1
12,1456.491273534403,58.003600531550205,1
13,1456.4682385143913,58.01169687627814,1
14,1456.4553362069578,58.008829024192245,1
15,1456.439320571207,58.00244263804841,1
16,1456.4251642485376,57.98950142338386,1
17,1456.42495271034,57.973749312474204,1
18,1456.4233822618594,57.97112743866193,1
19,1456.4266456082883,57.96315558045654,1
20,1456.4252462117163,57.95893815856367,1
21,1456.4198546018845,57.95221144137612,1
22,1456.4090194396206,57.95334324467222,1
23,1456.4013987889393,57.953476741241296,1
24,1456.3949729210312,57.9538148430631,1
25,1456.3865235820708,57.95724333638972,1
26,1456.379581088445,57.9610997912416,1
27,1456.3781494008783,57.970153085340264,1
28,1456.37785927322,57.977197402941584,1
29,1456.3927566287969,57.93040423199631,1
30,1456.4061617402983,57.88889597099193,1
31,1456.4322760509292,57.828229106925605,1
32,1456.446336349128,57.77494562913154,1
33,1456.4546091181364,57.7441622268444,1
34,1456.4603235019592,57.71826604543249,1
35,1456.4654988126783,57.701645808390595,1
36,1456.4679027603909,57.690782283109385,1
37,1456.4730526228752,57.696208400865615,1
38,1456.47408251297,57.6987213253413,1
39,1456.4986215268407,57.66283739975289,1
40,1456.521043235825,57.63090894869916,1
41,1456.543910628682,57.6213640010811,1
42,1456.5647533254826,57.60469542535049,1
43,1456.5802292285762,57.59178352758933,1
44,1456.615324896995,57.584684924323255,1
45,1456.6369868358358,57.587408838941464,1
46,1456.6546745869116,57.592271808567276,1
47,1456.6676716507252,57.59785091766133,1
48,1456.6756375091566,57.604574925733736,1
49,1456.6810071368652,57.612706185379324,1
50,1456.6741093894739,57.626897886476726,1
