frame,x,y,visible
0,842.2825927734375,234.27667236328125,1
1,854.8171089692723,216.5416744076441,1
2,866.4649556272436,199.51382978800777,1
3,879.0760980889269,183.8847946304262,1
4,888.7558741974725,171.602263340032,1
5,898.2657338591968,161.89166325886833,1
6,-1,-1,0
7,-1,-1,0
8,-1,-1,0
9,-1,-1,0
10,-1,-1,0
11,-1,-1,0
12,-1,-1,0
13,-1,-1,0
14,-1,-1,0
15,-1,-1,0
16,-1,-1,0
17,-1,-1,0
18,-1,-1,0
19,-1,-1,0
20,-1,-1,0
21,-1,-1,0
22,-1,-1,0
23,-1,-1,0
24,-1,-1,0
25,-1,-1,0
26,-1,-1,0
27,-1,-1,0
28,-1,-1,0
29,-1,-1,0
30,-1,-1,0
